frame,found,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
268,0,18,awning-tricycle,,,,,,,
269,0,18,awning-tricycle,,,,,,,
270,0,18,awning-tricycle,,,,,,,
271,0,18,awning-tricycle,,,,,,,
272,0,18,awning-tricycle,,,,,,,
273,0,18,awning-tricycle,,,,,,,
274,0,18,awning-tricycle,,,,,,,
275,0,18,awning-tricycle,,,,,,,
276,0,18,awning-tricycle,,,,,,,
277,0,18,awning-tricycle,,,,,,,
278,0,18,awning-tricycle,,,,,,,
279,0,18,awning-tricycle,,,,,,,
280,0,18,awning-tricycle,,,,,,,
281,0,18,awning-tricycle,,,,,,,
282,0,18,awning-tricycle,,,,,,,
283,0,18,awning-tricycle,,,,,,,
284,0,18,awning-tricycle,,,,,,,
285,0,18,awning-tricycle,,,,,,,
286,0,18,awning-tricycle,,,,,,,
287,0,18,awning-tricycle,,,,,,,
288,0,18,awning-tricycle,,,,,,,
289,0,18,awning-tricycle,,,,,,,
290,0,18,awning-tricycle,,,,,,,
291,0,18,awning-tricycle,,,,,,,
292,0,18,awning-tricycle,,,,,,,
293,0,18,awning-tricycle,,,,,,,
294,0,18,awning-tricycle,,,,,,,
295,0,18,awning-tricycle,,,,,,,
296,0,18,awning-tricycle,,,,,,,
297,0,18,awning-tricycle,,,,,,,
298,0,18,awning-tricycle,,,,,,,
299,0,18,awning-tricycle,,,,,,,
300,0,18,awning-tricycle,,,,,,,
301,0,18,awning-tricycle,,,,,,,
302,0,18,awning-tricycle,,,,,,,
303,0,18,awning-tricycle,,,,,,,
304,0,18,awning-tricycle,,,,,,,
305,0,18,awning-tricycle,,,,,,,
306,0,18,awning-tricycle,,,,,,,
307,0,18,awning-tricycle,,,,,,,
308,0,18,awning-tricycle,,,,,,,
309,0,18,awning-tricycle,,,,,,,
310,0,18,awning-tricycle,,,,,,,
311,0,18,awning-tricycle,,,,,,,
312,0,18,awning-tricycle,,,,,,,
313,0,18,awning-tricycle,,,,,,,
314,0,18,awning-tricycle,,,,,,,
315,0,18,awning-tricycle,,,,,,,
316,0,18,awning-tricycle,,,,,,,
317,0,18,awning-tricycle,,,,,,,
318,0,18,awning-tricycle,,,,,,,
319,0,18,awning-tricycle,,,,,,,
320,0,18,awning-tricycle,,,,,,,
321,0,18,awning-tricycle,,,,,,,
322,0,18,awning-tricycle,,,,,,,
323,0,18,awning-tricycle,,,,,,,
324,0,18,awning-tricycle,,,,,,,
325,0,18,awning-tricycle,,,,,,,
326,0,18,awning-tricycle,,,,,,,
327,0,18,awning-tricycle,,,,,,,
328,0,18,awning-tricycle,,,,,,,
329,0,18,awning-tricycle,,,,,,,
330,0,18,awning-tricycle,,,,,,,
331,0,18,awning-tricycle,,,,,,,
332,0,18,awning-tricycle,,,,,,,
333,0,18,awning-tricycle,,,,,,,
334,0,18,awning-tricycle,,,,,,,
335,0,18,awning-tricycle,,,,,,,
336,0,18,awning-tricycle,,,,,,,
337,0,18,awning-tricycle,,,,,,,
338,0,18,awning-tricycle,,,,,,,
339,0,18,awning-tricycle,,,,,,,
340,0,18,awning-tricycle,,,,,,,
341,0,18,awning-tricycle,,,,,,,
342,0,18,awning-tricycle,,,,,,,
343,0,18,awning-tricycle,,,,,,,
344,0,18,awning-tricycle,,,,,,,
345,0,18,awning-tricycle,,,,,,,
346,0,18,awning-tricycle,,,,,,,
347,0,18,awning-tricycle,,,,,,,
348,0,18,awning-tricycle,,,,,,,
349,0,18,awning-tricycle,,,,,,,
350,0,18,awning-tricycle,,,,,,,
351,0,18,awning-tricycle,,,,,,,
352,0,18,awning-tricycle,,,,,,,
353,0,18,awning-tricycle,,,,,,,
354,0,18,awning-tricycle,,,,,,,
355,0,18,awning-tricycle,,,,,,,
356,0,18,awning-tricycle,,,,,,,
357,0,18,awning-tricycle,,,,,,,
358,0,18,awning-tricycle,,,,,,,
359,0,18,awning-tricycle,,,,,,,
360,0,18,awning-tricycle,,,,,,,
361,0,18,awning-tricycle,,,,,,,
362,0,18,awning-tricycle,,,,,,,
363,0,18,awning-tricycle,,,,,,,
364,0,18,awning-tricycle,,,,,,,
365,0,18,awning-tricycle,,,,,,,
366,0,18,awning-tricycle,,,,,,,
367,0,18,awning-tricycle,,,,,,,
368,0,18,awning-tricycle,,,,,,,
369,0,18,awning-tricycle,,,,,,,
370,0,18,awning-tricycle,,,,,,,
371,0,18,awning-tricycle,,,,,,,
372,0,18,awning-tricycle,,,,,,,
373,0,18,awning-tricycle,,,,,,,
374,0,18,awning-tricycle,,,,,,,
375,0,18,awning-tricycle,,,,,,,
376,0,18,awning-tricycle,,,,,,,
377,0,18,awning-tricycle,,,,,,,
378,0,18,awning-tricycle,,,,,,,
379,0,18,awning-tricycle,,,,,,,
380,0,18,awning-tricycle,,,,,,,
381,0,18,awning-tricycle,,,,,,,
382,0,18,awning-tricycle,,,,,,,
383,0,18,awning-tricycle,,,,,,,
384,0,18,awning-tricycle,,,,,,,
385,0,18,awning-tricycle,,,,,,,
386,0,18,awning-tricycle,,,,,,,
387,0,18,awning-tricycle,,,,,,,
388,0,18,awning-tricycle,,,,,,,
389,0,18,awning-tricycle,,,,,,,
390,0,18,awning-tricycle,,,,,,,
391,0,18,awning-tricycle,,,,,,,
392,0,18,awning-tricycle,,,,,,,
393,0,18,awning-tricycle,,,,,,,
394,0,18,awning-tricycle,,,,,,,
395,0,18,awning-tricycle,,,,,,,
396,0,18,awning-tricycle,,,,,,,
397,0,18,awning-tricycle,,,,,,,
398,0,18,awning-tricycle,,,,,,,
399,0,18,awning-tricycle,,,,,,,
400,0,18,awning-tricycle,,,,,,,
401,0,18,awning-tricycle,,,,,,,
402,0,18,awning-tricycle,,,,,,,
403,0,18,awning-tricycle,,,,,,,
404,0,18,awning-tricycle,,,,,,,
405,0,18,awning-tricycle,,,,,,,
406,0,18,awning-tricycle,,,,,,,
407,0,18,awning-tricycle,,,,,,,
408,0,18,awning-tricycle,,,,,,,
409,0,18,awning-tricycle,,,,,,,
410,0,18,awning-tricycle,,,,,,,
411,0,18,awning-tricycle,,,,,,,
412,0,18,awning-tricycle,,,,,,,
413,0,18,awning-tricycle,,,,,,,
414,0,18,awning-tricycle,,,,,,,
415,0,18,awning-tricycle,,,,,,,
416,0,18,awning-tricycle,,,,,,,
417,0,18,awning-tricycle,,,,,,,
